timesteps	evaders	pursuers
57	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [27, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [27, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [21, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [27, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 8], [7, 30], [36, 15], [0, 7], [36, 12], [21, 38], [28, 32], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [11, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 27], [27, 12], [12, 39], [13, 32], [6, 31], [26, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [29, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 34], [30, 26], [22, 22], [4, 29], [17, 12], [34, 11], [10, 22], [18, 22], [10, 12], [35, 29], [1, 8], [8, 12], [29, 29], [4, 27], [30, 28], [27, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
58	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [28, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [28, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [26, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 7], [7, 30], [36, 15], [0, 7], [36, 13], [20, 38], [28, 32], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [10, 36], [9, 13], [10, 7], [2, 9], [17, 21], [8, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 26], [27, 12], [11, 39], [13, 31], [6, 31], [27, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [28, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 34], [30, 26], [22, 21], [4, 29], [18, 12], [34, 10], [10, 22], [18, 22], [10, 12], [34, 29], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
59	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [29, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [29, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [19, 35], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [25, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 6], [7, 30], [36, 15], [0, 7], [36, 12], [19, 38], [28, 32], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [9, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [21, 26], [27, 12], [10, 39], [14, 31], [6, 31], [28, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [27, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 35], [30, 26], [22, 20], [4, 29], [19, 12], [34, 11], [10, 22], [18, 22], [10, 12], [34, 28], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [29, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
60	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [30, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [30, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [19, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [25, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 6], [7, 30], [36, 15], [0, 7], [37, 12], [18, 38], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [8, 36], [9, 13], [10, 7], [2, 9], [17, 21], [8, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [21, 25], [27, 12], [10, 39], [15, 31], [6, 31], [29, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [26, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 35], [30, 26], [22, 19], [4, 29], [20, 12], [34, 12], [10, 22], [18, 22], [10, 12], [34, 27], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [29, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
61	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [31, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [31, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [24, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 7], [7, 30], [35, 15], [0, 7], [37, 11], [17, 38], [28, 32], [17, 6], [28, 8], [37, 15], [6, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [7, 36], [9, 13], [10, 7], [2, 9], [17, 21], [7, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [21, 24], [27, 12], [10, 39], [15, 32], [6, 31], [30, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [25, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 34], [30, 26], [22, 18], [4, 29], [21, 12], [34, 13], [10, 22], [18, 22], [10, 12], [35, 27], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
62	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [32, 15], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [32, 14], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [24, 37], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 6], [7, 30], [34, 15], [0, 7], [36, 11], [16, 38], [28, 32], [17, 6], [28, 8], [37, 15], [5, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [6, 36], [9, 13], [10, 7], [2, 9], [17, 21], [8, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [21, 23], [27, 12], [10, 39], [14, 32], [6, 31], [31, 15], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [24, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 34], [30, 26], [21, 18], [4, 29], [21, 13], [33, 13], [10, 22], [18, 22], [10, 12], [35, 28], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
63	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [32, 16], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [32, 15], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [24, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 7], [7, 30], [34, 16], [0, 7], [36, 12], [15, 38], [28, 32], [17, 6], [28, 8], [37, 15], [5, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [5, 36], [9, 13], [10, 7], [2, 9], [17, 21], [8, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [22, 23], [27, 12], [10, 39], [14, 31], [6, 31], [31, 16], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [23, 39], [16, 6], [29, 12], [16, 22], [16, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 35], [30, 26], [22, 18], [4, 29], [22, 13], [33, 13], [10, 22], [18, 22], [10, 12], [35, 29], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
64	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 16], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [33, 15], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [23, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 7], [7, 30], [34, 16], [0, 7], [36, 13], [14, 38], [28, 32], [17, 6], [28, 8], [37, 15], [5, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [9, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [23, 23], [27, 12], [10, 39], [15, 31], [6, 31], [32, 16], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [22, 39], [16, 7], [29, 12], [16, 22], [16, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 35], [30, 26], [23, 18], [4, 29], [23, 13], [33, 14], [10, 22], [18, 22], [10, 12], [36, 29], [1, 8], [8, 12], [29, 29], [5, 25], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
65	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 17], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [33, 16], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [22, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 6], [7, 30], [34, 17], [0, 7], [36, 14], [13, 38], [28, 32], [17, 6], [28, 8], [37, 15], [5, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [10, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [24, 23], [27, 12], [10, 39], [15, 32], [6, 31], [32, 17], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [21, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [33, 35], [30, 26], [23, 19], [4, 29], [23, 12], [34, 14], [10, 22], [18, 22], [10, 12], [36, 30], [1, 8], [8, 12], [29, 29], [4, 25], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
66	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 18], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [33, 17], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [21, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 6], [7, 30], [34, 18], [0, 7], [36, 14], [13, 37], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [10, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [24, 24], [27, 12], [10, 39], [15, 33], [6, 31], [32, 18], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [20, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 35], [30, 26], [22, 19], [4, 29], [24, 12], [34, 15], [10, 22], [18, 22], [10, 12], [37, 30], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
67	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 19], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [33, 18], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 34], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [20, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 7], [7, 30], [34, 19], [0, 7], [35, 14], [12, 37], [28, 32], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [9, 32], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [25, 24], [27, 12], [10, 39], [15, 34], [6, 31], [32, 19], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [19, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [33, 35], [30, 26], [22, 18], [4, 29], [25, 12], [34, 16], [10, 22], [18, 22], [10, 12], [38, 30], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
68	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 20], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [33, 19], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [20, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [19, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 8], [7, 30], [34, 20], [0, 7], [34, 14], [11, 37], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [9, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 24], [27, 12], [10, 39], [14, 34], [6, 31], [32, 20], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [18, 39], [16, 7], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [33, 34], [30, 26], [23, 18], [4, 29], [25, 13], [34, 17], [10, 22], [18, 22], [10, 12], [39, 30], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
69	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 21], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [33, 20], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [19, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [19, 35], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [8, 9], [7, 30], [34, 21], [0, 7], [35, 14], [10, 37], [28, 32], [17, 6], [28, 8], [37, 15], [6, 13], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [10, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [26, 23], [27, 12], [10, 39], [14, 33], [6, 31], [32, 21], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [17, 39], [16, 6], [29, 12], [16, 22], [15, 24], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [34, 34], [30, 26], [23, 19], [4, 29], [26, 13], [34, 18], [10, 22], [18, 22], [10, 12], [39, 31], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [28, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
70	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 22], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 36], [33, 21], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [19, 32], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [19, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 9], [7, 30], [34, 22], [0, 7], [35, 15], [9, 37], [28, 32], [17, 6], [28, 8], [37, 15], [6, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 36], [9, 13], [10, 7], [2, 9], [17, 21], [11, 31], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 23], [27, 12], [10, 39], [14, 32], [6, 31], [32, 22], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [16, 39], [15, 6], [29, 12], [16, 22], [15, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 34], [30, 26], [23, 20], [4, 29], [26, 12], [34, 19], [10, 22], [18, 22], [10, 12], [39, 32], [1, 8], [8, 12], [29, 29], [4, 26], [30, 28], [29, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
71	[[8, 13], [28, 12], [9, 12], [19, 5], [10, 0], [0, 8], [18, 23], [30, 31], [10, 8], [5, 29], [6, 30], [30, 27], [33, 23], [18, 6], [18, 10], [19, 22], [21, 32], [6, 28], [37, 16], [30, 17], [3, 39], [29, 4], [29, 28], [1, 9], [10, 21], [5, 39], [17, 22], [7, 39], [27, 8], [18, 25]]	[[29, 31], [18, 9], [29, 5], [3, 38], [29, 3], [2, 37], [33, 22], [5, 30], [20, 32], [29, 17], [28, 4], [5, 38], [19, 33], [9, 11], [6, 27], [9, 8], [19, 6], [20, 5], [10, 9], [28, 28], [18, 24], [11, 21], [9, 21], [5, 28], [19, 4], [8, 39], [19, 10], [6, 29], [17, 10], [2, 39], [20, 36], [21, 31], [29, 7], [27, 9], [19, 25], [8, 14], [38, 16], [7, 8], [7, 30], [34, 23], [0, 7], [35, 16], [9, 36], [28, 32], [17, 6], [28, 8], [37, 15], [7, 14], [31, 31], [30, 4], [30, 32], [4, 39], [21, 33], [11, 0], [30, 16], [17, 25], [30, 30], [8, 0], [4, 37], [9, 13], [10, 7], [2, 9], [17, 21], [11, 30], [37, 17], [19, 21], [11, 8], [20, 22], [19, 23], [27, 24], [27, 12], [10, 39], [14, 31], [6, 31], [32, 23], [30, 18], [6, 39], [17, 23], [7, 28], [7, 13], [28, 13], [1, 10], [18, 5], [7, 38], [15, 39], [16, 6], [29, 12], [16, 22], [16, 23], [18, 7], [9, 0], [31, 27], [27, 7], [0, 9], [35, 35], [30, 26], [22, 20], [4, 29], [26, 13], [34, 20], [10, 22], [18, 22], [10, 12], [39, 33], [1, 8], [8, 12], [29, 29], [5, 26], [30, 28], [29, 16], [18, 26], [18, 11], [10, 20], [31, 17], [22, 32], [26, 8], [28, 11], [29, 27], [10, 1], [36, 16]]
