timesteps	evaders	pursuers	evader_capture_status
256	[[1, 13], [1, 0], [35, 6], [27, 3], [16, 2], [11, 1], [23, 2], [24, 1], [26, 10], [22, 32], [11, 14], [19, 6], [12, 23], [2, 3], [1, 8], [34, 11], [34, 25], [38, 8], [36, 33], [23, 8], [13, 6], [25, 17], [30, 20], [3, 1], [0, 5], [38, 24], [6, 1], [31, 3], [8, 22], [11, 7]]	[[8, 5], [30, 11], [15, 9], [27, 25], [17, 16], [20, 14], [16, 31], [30, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
257	[[2, 13], [2, 0], [34, 6], [28, 3], [17, 2], [12, 1], [22, 2], [25, 1], [26, 11], [21, 32], [10, 14], [19, 5], [11, 23], [3, 3], [1, 7], [34, 10], [34, 26], [37, 8], [35, 33], [23, 7], [12, 6], [25, 18], [30, 19], [4, 1], [0, 4], [38, 25], [6, 2], [31, 2], [8, 21], [11, 7]]	[[8, 6], [30, 12], [16, 9], [28, 25], [18, 16], [19, 14], [15, 31], [29, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
258	[[2, 12], [3, 0], [34, 5], [27, 3], [17, 3], [12, 0], [22, 3], [25, 2], [26, 10], [22, 32], [10, 13], [18, 5], [11, 22], [2, 3], [1, 8], [33, 10], [33, 26], [37, 9], [35, 34], [23, 8], [12, 5], [25, 17], [30, 20], [5, 1], [0, 3], [38, 26], [7, 2], [32, 2], [8, 20], [11, 7]]	[[8, 7], [30, 13], [16, 9], [28, 24], [18, 17], [18, 14], [15, 31], [29, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
259	[[2, 13], [4, 0], [35, 5], [26, 3], [17, 2], [12, 1], [21, 3], [26, 2], [25, 10], [23, 32], [10, 12], [19, 5], [11, 23], [3, 3], [1, 7], [33, 11], [34, 26], [37, 10], [34, 34], [23, 8], [12, 6], [24, 17], [29, 20], [6, 1], [0, 4], [37, 26], [8, 2], [33, 2], [7, 20], [11, 7]]	[[9, 7], [30, 12], [16, 9], [27, 24], [18, 18], [19, 14], [14, 31], [28, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
260	[[2, 12], [3, 0], [34, 5], [26, 4], [17, 1], [13, 1], [22, 3], [26, 1], [25, 11], [23, 33], [9, 12], [18, 5], [12, 23], [3, 4], [1, 6], [34, 11], [34, 25], [37, 11], [34, 35], [23, 9], [12, 5], [23, 17], [29, 19], [6, 2], [0, 5], [37, 27], [9, 2], [32, 2], [6, 20], [11, 7]]	[[9, 6], [29, 12], [16, 9], [26, 24], [18, 17], [19, 15], [15, 31], [27, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
261	[[2, 13], [3, 1], [34, 4], [27, 4], [18, 1], [13, 2], [23, 3], [26, 0], [26, 11], [22, 33], [10, 12], [19, 5], [12, 22], [2, 4], [1, 7], [34, 12], [35, 25], [37, 12], [34, 36], [22, 9], [13, 5], [24, 17], [28, 19], [6, 3], [0, 4], [38, 27], [8, 2], [32, 1], [6, 20], [11, 7]]	[[9, 6], [29, 13], [15, 9], [26, 24], [18, 17], [19, 16], [15, 30], [26, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
262	[[2, 12], [3, 2], [35, 4], [28, 4], [18, 2], [13, 1], [22, 3], [26, 1], [25, 11], [21, 33], [9, 12], [19, 4], [12, 23], [3, 4], [1, 6], [34, 11], [34, 25], [37, 13], [33, 36], [22, 10], [14, 5], [24, 16], [29, 19], [5, 3], [0, 3], [38, 28], [9, 2], [31, 1], [6, 21], [11, 7]]	[[10, 6], [29, 12], [15, 10], [26, 25], [17, 17], [19, 17], [15, 29], [25, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
263	[[3, 12], [3, 1], [34, 4], [27, 4], [18, 1], [12, 1], [22, 2], [26, 0], [25, 10], [20, 33], [9, 11], [18, 4], [12, 22], [2, 4], [0, 6], [34, 10], [33, 25], [37, 14], [33, 35], [21, 10], [13, 5], [23, 16], [30, 19], [5, 2], [0, 2], [38, 29], [8, 2], [32, 1], [7, 21], [11, 7]]	[[10, 5], [30, 12], [14, 10], [27, 25], [16, 17], [19, 16], [15, 28], [25, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
264	[[3, 13], [4, 1], [35, 4], [27, 5], [19, 1], [13, 1], [23, 2], [26, 1], [24, 10], [21, 33], [8, 11], [18, 5], [12, 23], [2, 5], [0, 7], [34, 10], [33, 24], [36, 14], [33, 34], [21, 10], [14, 5], [24, 16], [30, 18], [6, 2], [0, 1], [38, 30], [8, 1], [31, 1], [6, 21], [11, 7]]	[[9, 5], [29, 12], [14, 11], [27, 24], [17, 17], [19, 17], [16, 28], [26, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
265	[[3, 12], [4, 0], [35, 5], [26, 5], [19, 2], [13, 2], [23, 3], [26, 2], [24, 9], [20, 33], [7, 11], [17, 5], [13, 23], [3, 5], [0, 6], [35, 10], [33, 23], [35, 14], [32, 34], [21, 9], [15, 5], [24, 17], [29, 18], [5, 2], [0, 0], [38, 31], [9, 1], [30, 1], [5, 21], [11, 7]]	[[9, 4], [29, 12], [14, 11], [27, 25], [16, 17], [20, 17], [15, 28], [25, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
266	[[2, 12], [4, 1], [34, 5], [26, 6], [19, 1], [13, 1], [23, 2], [26, 1], [24, 8], [20, 34], [7, 10], [18, 5], [13, 24], [3, 4], [0, 7], [35, 9], [34, 23], [35, 15], [32, 34], [21, 10], [14, 5], [24, 16], [30, 18], [5, 3], [1, 0], [38, 32], [10, 1], [30, 2], [4, 21], [11, 7]]	[[9, 5], [29, 13], [14, 10], [27, 24], [15, 17], [19, 17], [16, 28], [24, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
267	[[1, 12], [5, 1], [34, 4], [27, 6], [19, 0], [13, 2], [22, 2], [27, 1], [25, 8], [19, 34], [8, 10], [19, 5], [12, 24], [3, 5], [0, 8], [35, 10], [33, 23], [34, 15], [33, 34], [21, 11], [14, 5], [24, 17], [29, 18], [5, 2], [2, 0], [38, 33], [11, 1], [31, 2], [4, 20], [11, 7]]	[[9, 6], [29, 13], [14, 11], [27, 23], [15, 16], [18, 17], [15, 28], [23, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
268	[[1, 11], [6, 1], [34, 3], [27, 5], [18, 0], [13, 1], [22, 3], [27, 2], [24, 8], [18, 34], [9, 10], [19, 4], [12, 23], [2, 5], [0, 9], [35, 9], [34, 23], [35, 15], [32, 34], [21, 12], [15, 5], [23, 17], [30, 18], [6, 2], [1, 0], [38, 34], [12, 1], [32, 2], [4, 21], [11, 7]]	[[9, 6], [29, 13], [14, 10], [27, 22], [14, 16], [18, 16], [15, 27], [23, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
269	[[2, 11], [6, 0], [35, 3], [27, 4], [18, 1], [14, 1], [22, 2], [28, 2], [24, 8], [18, 35], [8, 10], [18, 4], [11, 23], [3, 5], [0, 8], [35, 10], [34, 23], [34, 15], [31, 34], [22, 12], [15, 4], [23, 18], [30, 19], [6, 3], [2, 0], [38, 35], [11, 1], [32, 1], [3, 21], [11, 7]]	[[9, 5], [30, 13], [14, 11], [27, 21], [14, 16], [18, 17], [15, 28], [24, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
270	[[2, 12], [7, 0], [35, 4], [27, 5], [19, 1], [14, 0], [22, 3], [28, 1], [24, 7], [18, 34], [8, 11], [19, 4], [11, 22], [2, 5], [0, 7], [34, 10], [34, 22], [35, 15], [31, 35], [21, 12], [14, 4], [22, 18], [30, 20], [6, 4], [3, 0], [37, 35], [11, 2], [32, 2], [3, 22], [11, 7]]	[[9, 5], [30, 12], [14, 10], [28, 21], [14, 15], [17, 17], [14, 28], [23, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
271	[[2, 11], [6, 0], [35, 5], [26, 5], [20, 1], [15, 0], [23, 3], [29, 1], [24, 8], [17, 34], [7, 11], [19, 5], [12, 22], [2, 4], [0, 6], [35, 10], [34, 22], [34, 15], [32, 35], [20, 12], [14, 5], [23, 18], [31, 20], [5, 4], [3, 1], [36, 35], [12, 2], [31, 2], [2, 22], [11, 7]]	[[8, 5], [30, 11], [14, 10], [29, 21], [15, 15], [16, 17], [15, 28], [23, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
272	[[3, 11], [5, 0], [34, 5], [27, 5], [20, 2], [15, 1], [22, 3], [29, 2], [24, 9], [18, 34], [7, 12], [19, 6], [11, 22], [3, 4], [0, 7], [36, 10], [35, 22], [34, 16], [31, 35], [21, 12], [13, 5], [23, 17], [31, 19], [5, 3], [2, 1], [37, 35], [13, 2], [30, 2], [1, 22], [11, 7]]	[[8, 4], [30, 12], [14, 11], [28, 21], [16, 15], [15, 17], [14, 28], [23, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
273	[[2, 11], [6, 0], [33, 5], [26, 5], [19, 2], [16, 1], [23, 3], [29, 1], [23, 9], [17, 34], [6, 12], [20, 6], [10, 22], [2, 4], [0, 6], [36, 11], [35, 21], [34, 15], [31, 34], [21, 13], [13, 6], [22, 17], [31, 18], [5, 2], [1, 1], [37, 34], [13, 1], [31, 2], [0, 22], [11, 7]]	[[9, 4], [29, 12], [14, 11], [28, 21], [16, 16], [16, 17], [14, 29], [24, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
274	[[3, 11], [7, 0], [33, 4], [25, 5], [20, 2], [16, 2], [23, 2], [28, 1], [23, 8], [16, 34], [5, 12], [19, 6], [9, 22], [3, 4], [0, 5], [35, 11], [35, 22], [34, 16], [31, 34], [21, 12], [14, 6], [22, 18], [30, 18], [4, 2], [1, 0], [38, 34], [13, 2], [31, 3], [1, 22], [11, 7]]	[[9, 3], [30, 12], [13, 11], [27, 21], [16, 16], [17, 17], [15, 29], [24, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
275	[[2, 11], [8, 0], [34, 4], [25, 4], [20, 3], [16, 1], [23, 1], [29, 1], [23, 7], [17, 34], [6, 12], [20, 6], [9, 23], [3, 5], [0, 6], [34, 11], [36, 22], [35, 16], [31, 34], [21, 13], [13, 6], [23, 18], [31, 18], [4, 3], [2, 0], [37, 34], [13, 1], [30, 3], [2, 22], [11, 7]]	[[9, 2], [30, 12], [13, 10], [26, 21], [16, 15], [18, 17], [15, 29], [23, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
276	[[1, 11], [7, 0], [35, 4], [25, 3], [20, 2], [17, 1], [22, 1], [30, 1], [24, 7], [17, 35], [7, 12], [21, 6], [8, 23], [4, 5], [0, 5], [34, 10], [35, 22], [34, 16], [31, 35], [22, 13], [13, 5], [23, 17], [32, 18], [3, 3], [1, 0], [37, 33], [13, 2], [30, 4], [3, 22], [11, 7]]	[[10, 2], [30, 11], [14, 10], [27, 21], [16, 16], [19, 17], [15, 29], [23, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
277	[[1, 10], [7, 1], [35, 3], [24, 3], [20, 3], [18, 1], [23, 1], [30, 2], [24, 8], [17, 34], [6, 12], [22, 6], [9, 23], [4, 6], [0, 6], [35, 10], [35, 23], [35, 16], [31, 34], [21, 13], [14, 5], [24, 17], [31, 18], [3, 4], [2, 0], [37, 32], [14, 2], [29, 4], [2, 22], [11, 7]]	[[10, 3], [30, 10], [15, 10], [27, 22], [16, 17], [19, 16], [15, 30], [23, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
278	[[1, 11], [8, 1], [34, 3], [25, 3], [20, 4], [17, 1], [24, 1], [30, 1], [25, 8], [17, 34], [6, 13], [21, 6], [9, 23], [3, 6], [0, 5], [35, 11], [36, 23], [35, 15], [31, 35], [21, 12], [13, 5], [25, 17], [32, 18], [3, 3], [3, 0], [37, 33], [15, 2], [29, 3], [1, 22], [11, 7]]	[[11, 3], [30, 11], [15, 9], [26, 22], [16, 18], [19, 16], [16, 30], [23, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
279	[[0, 11], [8, 2], [34, 4], [25, 4], [19, 4], [18, 1], [24, 0], [30, 0], [25, 7], [17, 35], [6, 12], [22, 6], [9, 22], [3, 7], [0, 4], [35, 10], [35, 23], [35, 16], [30, 35], [21, 12], [14, 5], [24, 17], [31, 18], [2, 3], [4, 0], [37, 34], [16, 2], [29, 2], [1, 21], [11, 7]]	[[11, 4], [31, 11], [14, 9], [25, 22], [15, 18], [19, 16], [16, 31], [23, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
280	[[0, 12], [7, 2], [34, 5], [25, 3], [20, 4], [19, 1], [23, 0], [31, 0], [26, 7], [18, 35], [6, 11], [22, 7], [9, 23], [4, 7], [0, 3], [36, 10], [34, 23], [34, 16], [29, 35], [21, 11], [15, 5], [24, 16], [30, 18], [3, 3], [3, 0], [36, 34], [16, 3], [29, 3], [1, 20], [11, 7]]	[[11, 5], [31, 12], [13, 9], [25, 22], [15, 18], [18, 16], [17, 31], [24, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
281	[[0, 13], [7, 3], [33, 5], [24, 3], [21, 4], [18, 1], [23, 1], [31, 1], [27, 7], [19, 35], [6, 10], [22, 6], [10, 23], [5, 7], [0, 2], [36, 11], [35, 23], [34, 17], [29, 34], [21, 10], [15, 6], [25, 16], [30, 17], [2, 3], [4, 0], [35, 34], [16, 2], [30, 3], [2, 20], [11, 7]]	[[11, 5], [30, 12], [12, 9], [24, 22], [16, 18], [17, 16], [16, 31], [24, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
282	[[1, 13], [7, 2], [34, 5], [24, 2], [21, 5], [19, 1], [24, 1], [31, 2], [27, 6], [19, 36], [6, 11], [22, 7], [10, 22], [4, 7], [0, 1], [35, 11], [35, 22], [33, 17], [28, 34], [20, 10], [15, 6], [25, 16], [30, 18], [3, 3], [4, 1], [35, 33], [15, 2], [29, 3], [2, 19], [11, 7]]	[[11, 6], [30, 11], [12, 10], [25, 22], [17, 18], [18, 16], [16, 31], [24, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
283	[[1, 12], [8, 2], [33, 5], [24, 3], [21, 4], [19, 2], [23, 1], [32, 2], [28, 6], [20, 36], [6, 12], [23, 7], [10, 23], [3, 7], [1, 1], [36, 11], [35, 23], [33, 18], [28, 35], [19, 10], [16, 6], [24, 16], [31, 18], [2, 3], [4, 0], [34, 33], [14, 2], [28, 3], [2, 20], [11, 7]]	[[11, 7], [30, 10], [12, 11], [25, 21], [16, 18], [18, 15], [16, 32], [24, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
284	[[1, 11], [9, 2], [33, 4], [25, 3], [21, 5], [18, 2], [24, 1], [31, 2], [28, 7], [20, 35], [5, 12], [23, 8], [10, 24], [2, 7], [1, 0], [37, 11], [35, 22], [34, 18], [28, 34], [20, 10], [17, 6], [23, 16], [31, 19], [2, 4], [3, 0], [34, 34], [15, 2], [28, 2], [3, 20], [11, 7]]	[[12, 7], [30, 11], [11, 11], [25, 20], [17, 18], [17, 15], [16, 33], [24, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
285	[[0, 11], [10, 2], [34, 4], [24, 3], [21, 4], [19, 2], [24, 2], [30, 2], [28, 6], [20, 36], [5, 13], [23, 9], [10, 23], [3, 7], [0, 0], [37, 12], [35, 21], [34, 17], [28, 33], [20, 9], [18, 6], [22, 16], [30, 19], [2, 3], [4, 0], [34, 33], [16, 2], [27, 2], [2, 20], [11, 7]]	[[13, 7], [30, 12], [11, 12], [26, 20], [17, 19], [16, 15], [15, 33], [23, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
286	[[0, 10], [10, 1], [35, 4], [24, 2], [22, 4], [19, 3], [24, 1], [31, 2], [28, 7], [20, 35], [6, 13], [24, 9], [11, 23], [2, 7], [1, 0], [37, 13], [34, 21], [33, 17], [29, 33], [19, 9], [18, 7], [22, 15], [30, 18], [2, 4], [5, 0], [34, 32], [16, 3], [27, 1], [2, 19], [11, 7]]	[[13, 8], [30, 11], [11, 13], [27, 20], [18, 19], [17, 15], [15, 33], [23, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
287	[[0, 9], [11, 1], [36, 4], [24, 3], [22, 5], [18, 3], [24, 0], [31, 1], [28, 8], [20, 34], [5, 13], [23, 9], [12, 23], [2, 8], [2, 0], [37, 14], [35, 21], [34, 17], [28, 33], [20, 9], [19, 7], [23, 15], [30, 17], [2, 3], [6, 0], [33, 32], [15, 3], [28, 1], [1, 19], [11, 7]]	[[13, 7], [29, 11], [12, 13], [26, 20], [18, 19], [17, 15], [15, 32], [23, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
288	[[0, 8], [12, 1], [37, 4], [24, 4], [22, 4], [19, 3], [25, 0], [32, 1], [28, 7], [20, 33], [4, 13], [23, 10], [12, 22], [2, 9], [3, 0], [36, 14], [34, 21], [34, 16], [29, 33], [20, 10], [18, 7], [23, 16], [31, 17], [2, 4], [6, 1], [33, 33], [15, 2], [28, 2], [0, 19], [11, 7]]	[[12, 7], [29, 12], [11, 13], [26, 21], [18, 20], [17, 15], [15, 31], [22, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
289	[[0, 7], [12, 2], [37, 5], [25, 4], [21, 4], [19, 2], [25, 1], [32, 2], [27, 7], [20, 34], [3, 13], [24, 10], [12, 21], [3, 9], [3, 1], [37, 14], [35, 21], [34, 15], [30, 33], [19, 10], [18, 6], [23, 15], [31, 16], [2, 3], [6, 2], [33, 33], [16, 2], [29, 2], [1, 19], [11, 7]]	[[12, 6], [29, 12], [11, 14], [26, 21], [17, 20], [16, 15], [16, 31], [22, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
290	[[0, 6], [11, 2], [37, 6], [24, 4], [21, 5], [19, 1], [25, 0], [32, 1], [27, 8], [20, 33], [3, 14], [25, 10], [11, 21], [2, 9], [3, 0], [37, 15], [34, 21], [35, 15], [29, 33], [20, 10], [18, 7], [23, 14], [31, 17], [2, 4], [6, 3], [34, 33], [15, 2], [28, 2], [1, 18], [11, 7]]	[[12, 6], [29, 11], [10, 14], [26, 21], [17, 19], [16, 15], [16, 32], [22, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
291	[[0, 5], [10, 2], [38, 6], [24, 3], [21, 4], [19, 2], [26, 0], [32, 2], [27, 7], [21, 33], [2, 14], [24, 10], [12, 21], [2, 10], [3, 1], [38, 15], [35, 21], [34, 15], [28, 33], [19, 10], [18, 6], [24, 14], [30, 17], [2, 3], [5, 3], [33, 33], [16, 2], [28, 3], [1, 17], [11, 7]]	[[12, 7], [28, 11], [10, 13], [26, 21], [18, 19], [15, 15], [15, 32], [22, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
292	[[0, 6], [10, 1], [37, 6], [24, 2], [21, 5], [20, 2], [26, 1], [33, 2], [27, 6], [20, 33], [3, 14], [23, 10], [12, 22], [3, 10], [3, 2], [38, 16], [35, 20], [34, 16], [28, 34], [20, 10], [18, 7], [24, 15], [30, 16], [2, 4], [5, 2], [32, 33], [15, 2], [28, 4], [1, 16], [11, 7]]	[[12, 8], [28, 12], [10, 14], [27, 21], [17, 19], [15, 15], [14, 32], [22, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
293	[[0, 5], [10, 2], [37, 7], [23, 2], [22, 5], [19, 2], [27, 1], [34, 2], [27, 7], [21, 33], [3, 13], [23, 11], [11, 22], [2, 10], [2, 2], [38, 17], [34, 20], [33, 16], [28, 35], [20, 11], [18, 6], [23, 15], [31, 16], [3, 4], [6, 2], [31, 33], [15, 3], [28, 3], [0, 16], [11, 7]]	[[12, 9], [27, 12], [10, 15], [27, 21], [17, 20], [15, 14], [14, 31], [21, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
294	[[0, 4], [9, 2], [37, 8], [23, 1], [22, 6], [19, 1], [27, 2], [33, 2], [27, 6], [22, 33], [3, 12], [22, 11], [11, 21], [2, 9], [2, 1], [37, 17], [35, 20], [33, 15], [28, 34], [19, 11], [17, 6], [24, 15], [31, 15], [4, 4], [7, 2], [32, 33], [14, 3], [29, 3], [1, 16], [11, 7]]	[[13, 9], [27, 13], [10, 14], [26, 21], [17, 21], [16, 14], [14, 31], [21, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
295	[[0, 3], [10, 2], [37, 9], [24, 1], [22, 7], [19, 2], [28, 2], [34, 2], [27, 7], [23, 33], [3, 11], [21, 11], [10, 21], [1, 9], [2, 0], [37, 16], [35, 21], [34, 15], [28, 33], [20, 11], [18, 6], [23, 15], [31, 16], [3, 4], [8, 2], [31, 33], [14, 2], [29, 2], [1, 15], [11, 7]]	[[13, 8], [27, 12], [11, 14], [26, 22], [17, 22], [16, 15], [14, 31], [21, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
296	[[0, 4], [11, 2], [37, 10], [25, 1], [22, 6], [20, 2], [27, 2], [34, 1], [26, 7], [23, 32], [2, 11], [22, 11], [9, 21], [0, 9], [2, 1], [38, 16], [34, 21], [34, 14], [27, 33], [20, 10], [19, 6], [23, 16], [32, 16], [4, 4], [7, 2], [30, 33], [15, 2], [30, 2], [1, 16], [11, 7]]	[[12, 8], [27, 11], [12, 14], [26, 23], [17, 23], [17, 15], [15, 31], [21, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
297	[[0, 3], [11, 3], [36, 10], [25, 0], [23, 6], [20, 1], [27, 3], [34, 2], [27, 7], [23, 31], [3, 11], [22, 12], [8, 21], [0, 8], [2, 2], [38, 17], [33, 21], [34, 13], [27, 34], [19, 10], [20, 6], [22, 16], [31, 16], [4, 3], [8, 2], [30, 32], [16, 2], [31, 2], [0, 16], [11, 7]]	[[11, 8], [27, 12], [13, 14], [27, 23], [17, 24], [17, 16], [15, 30], [22, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
