timesteps	evaders	pursuers
137	[[8, 23], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[33, 38], [25, 38], [38, 36], [24, 11], [6, 10], [39, 1], [23, 38], [33, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [30, 35], [24, 38], [5, 11], [2, 39], [39, 23], [39, 7], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [14, 22], [21, 35], [8, 22], [20, 27], [0, 38], [27, 20], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [7, 23], [27, 38]]
138	[[9, 23], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[32, 38], [25, 38], [37, 36], [24, 11], [6, 10], [39, 1], [23, 38], [33, 5], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [30, 34], [24, 38], [5, 11], [2, 39], [39, 24], [39, 8], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [13, 22], [20, 35], [9, 22], [21, 27], [0, 38], [27, 19], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [8, 23], [28, 38]]
139	[[10, 23], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[31, 38], [25, 38], [36, 36], [24, 11], [6, 10], [39, 1], [23, 38], [34, 5], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [31, 34], [24, 38], [5, 11], [2, 39], [39, 25], [39, 9], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 22], [19, 35], [10, 22], [22, 27], [0, 38], [27, 18], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [9, 23], [27, 38]]
140	[[11, 23], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[30, 38], [25, 38], [35, 36], [24, 11], [6, 10], [39, 1], [23, 38], [34, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [30, 34], [24, 38], [5, 11], [2, 39], [39, 26], [39, 10], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 23], [18, 35], [11, 22], [22, 26], [0, 38], [27, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 23], [27, 39]]
141	[[11, 24], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[29, 38], [25, 38], [35, 37], [24, 11], [6, 10], [39, 1], [23, 38], [35, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [30, 33], [24, 38], [5, 11], [2, 39], [39, 27], [39, 11], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 24], [17, 35], [11, 23], [22, 25], [0, 38], [28, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 24], [26, 39]]
142	[[11, 25], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[30, 38], [25, 38], [34, 37], [24, 11], [6, 10], [39, 1], [23, 38], [36, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [31, 33], [24, 38], [5, 11], [2, 39], [39, 28], [39, 12], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 25], [16, 35], [11, 24], [22, 24], [0, 38], [29, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 25], [26, 39]]
143	[[11, 26], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[29, 38], [25, 38], [34, 36], [24, 11], [6, 10], [39, 1], [23, 38], [37, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 33], [24, 38], [5, 11], [2, 39], [39, 29], [39, 13], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 26], [15, 35], [11, 25], [22, 23], [0, 38], [30, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 26], [26, 39]]
144	[[11, 27], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[28, 38], [25, 38], [33, 36], [24, 11], [6, 10], [39, 1], [23, 38], [38, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 32], [24, 38], [5, 11], [2, 39], [39, 30], [39, 14], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 27], [14, 35], [11, 26], [22, 22], [0, 38], [31, 17], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 27], [27, 39]]
145	[[11, 28], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[28, 37], [25, 38], [32, 36], [24, 11], [6, 10], [39, 1], [23, 38], [39, 4], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 31], [24, 38], [5, 11], [2, 39], [39, 31], [39, 15], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 28], [13, 35], [11, 27], [22, 21], [0, 38], [31, 16], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 28], [26, 39]]
146	[[11, 29], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 37], [25, 38], [31, 36], [24, 11], [6, 10], [39, 1], [23, 38], [39, 5], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 30], [24, 38], [5, 11], [2, 39], [39, 32], [39, 16], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 29], [12, 35], [11, 28], [22, 20], [0, 38], [32, 16], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 29], [27, 39]]
147	[[11, 30], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[27, 36], [25, 38], [31, 35], [24, 11], [6, 10], [39, 1], [23, 38], [39, 6], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 29], [24, 38], [5, 11], [2, 39], [39, 33], [39, 17], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 30], [12, 34], [11, 29], [22, 19], [0, 38], [32, 15], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 30], [26, 39]]
148	[[11, 31], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[26, 36], [25, 38], [31, 34], [24, 11], [6, 10], [39, 1], [23, 38], [39, 7], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 28], [24, 38], [5, 11], [2, 39], [39, 34], [39, 18], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 31], [12, 33], [11, 30], [22, 18], [0, 38], [32, 14], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 31], [27, 39]]
149	[[11, 32], [20, 23], [7, 10], [39, 0], [0, 39], [6, 11], [23, 39], [24, 39], [25, 11], [0, 21]]	[[25, 36], [25, 38], [31, 33], [24, 11], [6, 10], [39, 1], [23, 38], [39, 8], [1, 21], [25, 10], [7, 9], [26, 11], [20, 24], [38, 0], [32, 27], [24, 38], [5, 11], [2, 39], [39, 35], [39, 19], [1, 39], [19, 23], [6, 12], [8, 10], [7, 11], [12, 32], [11, 33], [11, 31], [22, 17], [0, 38], [32, 13], [20, 22], [0, 20], [25, 12], [22, 39], [25, 39], [0, 22], [21, 23], [10, 32], [26, 39]]
